Source Item Code,Source / product name,FnB inventory identities in group,Proposed canonical inventoryItemId,Canonical product name,Canonical selection reason,Superseded identities,May source-row presence,June source-row presence,Physical locations represented,Physical location names,Count lines to repoint,External-mapping coverage,Material pack/UOM compatibility,Expected valuation delta
119791,sprite zro,9,7698780d-6820-4e3d-b839-78f39dcd0a84,SPRITE ZRO,decided on downstream references (34 vs 5),8,Yes,Yes,9,bay window | beverage carts | cafe | dry storeroom | grill room | halfway house | main kitchen | member lounge | pool cafe,3,1 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=2,$0.00
12002,blueberries,2,cbd464c1-d8ff-4fd6-a741-f39e2e89630b,Blueberries,decided on downstream references (10 vs 8),1,Yes,No,2,cafe | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
12003,raspberries,2,cb417852-50d8-4b9a-9a13-c2bbd2b4f3e9,Raspberries,decided on downstream references (10 vs 8),1,Yes,No,2,bay window | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
12319,1800 tequila silver,3,f4f4fb48-4676-40c1-8116-f3ce173b93f2,1800 Tequila - Silver,decided on downstream references (13 vs 4),2,Yes,Yes,3,beverage carts | halfway house | liquor cage,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=6,$0.00
12454,jose cuervo especial gold,3,7e258e42-8c8a-42c8-bcfb-65da43ece2c2,Jose Cuervo - Especial Gold,decided on downstream references (14 vs 5),2,Yes,Yes,3,liquor cage | member lounge | mens locker room,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
125162,montes cls malbec 1514530,4,6ab101b2-74f6-4621-a8de-5e14d906de17,MONTES CLS MALBEC - 1514530,decided on downstream references (19 vs 5),3,Yes,Yes,4,grill room | liquor cage | member lounge | wine cellar,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
1259530,peas green,2,b2cbf6c6-9d7d-4bf2-b847-390c7b3226e0,Peas - Green,decided on downstream references (12 vs 4),1,Yes,Yes,2,front reach in freezer | main freezer,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=12,$0.00
125FRN6600,yellow mustard vol pak,3,ed4e2229-4a37-4d64-87ce-fc94f47c1efd,Yellow Mustard Vol pak,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window | cafe | dry storeroom,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
13004,lemons,5,1f1318bd-5c93-4311-986c-f014a5b9236f,Lemons,decided on downstream references (10 vs 8),4,Yes,No,5,bay window | cafe | halfway house | main kitchen | produce walk in,6,2 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
1372556,snack mix syzzlin,3,e53d2f89-3c97-47c3-aafc-b547884c16e7,SNACK MIX SYZZLIN,decided on downstream references (15 vs 5),2,Yes,Yes,3,dry storeroom | member lounge | mens locker room,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=12,$0.00
1397819,orange mandarin,2,0d2a85e7-0443-448f-87bb-08b9bea347c3,ORANGE MANDARIN,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | dry storeroom,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
1435221,corn kernel,2,00f41343-d3bf-4063-8593-b7c2089c196c,Corn kernel,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | main freezer,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=12,$0.00
1451,palmer half n half,8,dc21b995-ce6a-43b4-a1ba-83b0f70f76e9,PALMER Half n Half,decided on downstream references (33 vs 5),7,Yes,Yes,8,bay window | beverage carts | cafe | dry storeroom | halfway house | member lounge | mens locker room | pool cafe,4,1 mapping record(s) across 1 of 8 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
1461243,frank family chard 750ml,5,d086c5a0-6a8b-4953-9f52-af3d60cb603f,FRANK FAMILY CHARD 750ML,decided on downstream references (21 vs 4),4,Yes,Yes,5,bay window bar | grill room | liquor cage | member lounge | pool cafe,0,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
15011,honeydew,2,e39df57b-3bec-435a-ab72-22bc7fe111fd,Honeydew,decided on downstream references (10 vs 8),1,Yes,No,2,cafe | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
15022,rolling rk lag 2 12 1,5,8d746cf9-3cc3-47f5-afea-158c26af3088,ROLLING RK LAG 2/12/1,decided on downstream references (22 vs 5),4,Yes,Yes,5,bay window bar | beer cage | liquor cage | member lounge | mens locker room,4,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=2,$0.00
151935,g d marsala sc,2,9befafed-09ce-41d0-bda8-01837f533ac0,G&D MARSALA (SC),decided on downstream references (11 vs 5),1,Yes,Yes,2,dry storeroom | liquor cage,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
15404,coffee decaf 2 5 oz,7,6396804f-3830-45e0-a478-d8e2ef1eb6c6,Coffee Decaf 2.5 oz,decided on downstream references (28 vs 5),6,Yes,Yes,7,bay window | bay window bar | dry storeroom | grill room | halfway house | main kitchen | member lounge,3,1 mapping record(s) across 1 of 7 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
1543952,beef oxtail,2,949cdcda-af50-4225-807e-0c9af708ab4f,Beef - Oxtail,decided on downstream references (10 vs 4),1,Yes,Yes,2,main freezer | main walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
157625,dekuyper amaretto,4,a717c79b-7c06-4a14-be19-30bf4dea0f74,Dekuyper - Amaretto,decided on downstream references (17 vs 5),3,Yes,Yes,4,cafe | liquor cage | member lounge | pool cafe,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
15808,coffee 3 00z,5,41ee34a9-9424-4717-8d88-099ee2f2af82,Coffee 3.00Z,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window | dry storeroom | halfway house | main kitchen | mens locker room,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
1588304,brownie caramel slt w pretzlcr,2,5e2db037-b652-4ef3-9bff-e16bceaf141a,BROWNIE CARAMEL SLT W/PRETZLCR,decided on downstream references (12 vs 4),1,Yes,Yes,2,main freezer | pastry shop,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=4,$0.00
16005,avocado,2,e082e92b-9e43-4526-906d-563d9be349d1,Avocado,decided on downstream references (10 vs 8),1,Yes,No,2,bay window | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
16021,banana,4,e350f08d-b6b5-48df-a96b-4b09d4184e82,Banana,decided on downstream references (10 vs 8),3,Yes,No,4,bay window | halfway house | main kitchen | produce walk in,5,2 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
1606490,juice orange ind,3,c4af79f6-aeff-4dca-9bfc-894829bd8b2a,JUICE ORANGE Ind.,decided on downstream references (16 vs 5),2,Yes,Yes,3,dry storeroom | grill room | halfway house,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
164006,cheese american yellow sliced,3,55d7a243-da2a-4c48-a15a-4d83964e6897,Cheese - American Yellow Sliced,decided on downstream references (10 vs 8),2,Yes,No,3,bay window | cafe | produce walk in,4,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=4,$0.00
1644,cain five 2018 6pk,2,99467287-ee9a-4783-b629-9c7c2cc1c456,CAIN FIVE 2018 (6PK),decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
1666155,ice cream sandwich van,3,0eace9a4-108a-4961-8054-e2112e75379f,ICE CREAM SANDWICH VAN,decided on downstream references (14 vs 5),2,Yes,Yes,3,cafe | main freezer | pool cafe,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=2,$0.00
1666163,popsicle assorted twin pop,3,e259e55a-9403-452d-b7ad-ac4f518c6de8,POPSICLE ASSORTED TWIN POP,decided on downstream references (14 vs 5),2,Yes,Yes,3,cafe | main freezer | pool cafe,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=2,$0.00
17098,grey goose,6,363178c1-f623-421d-ba36-204e2c6bbade,Grey Goose,decided on downstream references (27 vs 5),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pool cafe,4,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
1724244,bacon applewood,5,d517278f-e1c5-4723-aa85-997a9bc0c270,Bacon - Applewood,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window | cafe | front reach in freezer | main kitchen | main walk in,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=2,$0.00
17257,luxardo maraschino liqueur,3,e6e7cc0c-169f-4e4a-a595-82d733e172a5,Luxardo - Maraschino Liqueur,decided on downstream references (14 vs 5),2,Yes,Yes,3,liquor cage | member lounge | mens locker room,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
175921,st germain st germain,2,052773d3-06aa-402d-851b-e1c372cebc6c,St. Germain - St Germain,decided on downstream references (12 vs 5),1,Yes,Yes,2,liquor cage | pool cafe,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
176022,cheese pepper jack,2,f3bc77a8-ff44-440f-8a42-8fff2018b1c6,Cheese - Pepper Jack,decided on downstream references (13 vs 5),1,Yes,Yes,2,bay window | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
1771785,candy bar milky way,3,43357761-7ac9-4e15-aa48-59d86fa43487,CANDY BAR MILKY WAY,decided on downstream references (16 vs 5),2,Yes,Yes,3,beverage carts | dry storeroom | halfway house,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
1793837,candy bar snicker,5,1d3427c0-c7ab-4a11-9b36-27c8dd13f2d2,CANDY BAR SNICKER,decided on downstream references (22 vs 5),4,Yes,Yes,5,beverage carts | dry storeroom | halfway house | mens locker room | pool cafe,2,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
18-09509,beef ribeye,4,37cc2574-0ced-497d-8bed-02f97e9726be,Beef - Ribeye,decided on downstream references (10 vs 8),3,No,Yes,4,bay window | main freezer | main walk in | produce walk in,3,2 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
18-19510,filet precut,3,3e18d5f1-b2b0-4d27-9fb0-6e629f1173cb,Filet Precut,decided on downstream references (16 vs 5),2,Yes,Yes,3,bay window | main kitchen | main walk in,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
1817134,red bull sugar free,8,7252f4b1-047e-4811-84be-ea8226af5fb7,Red Bull - Sugar Free,decided on downstream references (31 vs 5),7,Yes,Yes,8,bay window bar | beverage carts | dry storeroom | grill room | halfway house | member lounge | mens locker room | pool cafe,2,1 mapping record(s) across 1 of 8 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
184018,cheese swiss,3,3d0c424e-34b4-4f99-a761-25fad12e0c95,Cheese - Swiss,decided on downstream references (10 vs 8),2,Yes,No,3,bay window | cafe | produce walk in,4,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
1865161,half and half,5,85f572df-56a9-44a3-81c5-fe158e1ed381,Half and Half,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window | halfway house | main kitchen | main walk in | mens locker room,4,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=qt; source case qty=1,$0.00
18676,j b scotch,2,6433a92c-74eb-454b-955d-9515ef574e03,J&B - Scotch,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=1,$0.00
1871227,ice cream hagan das,5,3237d805-cc4d-40a1-82a2-d390b8fe0810,Ice Cream  Hagan Das,decided on downstream references (24 vs 5),4,Yes,Yes,5,bay window | cafe | front reach in freezer | main freezer | mens locker room,4,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
1885,cain cuvee nv14 93js,2,62783ba6-3770-4e8d-bfc6-c4296d1c80e3,CAIN CUVEE NV14 (93JS),decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | member lounge,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
1917509,mini corn dogs,2,2eafc898-7c49-4f0d-8924-cb00744047bf,Mini corn dogs,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | main freezer,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
19206,michelob ultra kegged,3,5a26e8e8-1136-4ef7-a5cb-ee31d251bce9,Michelob - Ultra - Kegged,decided on downstream references (15 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | mens locker room,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
1921097,ice cream chocolate,3,b8022f4c-f23f-4c64-9f82-bee1fa85f732,Ice Cream - Chocolate,decided on downstream references (15 vs 5),2,Yes,Yes,3,bay window | front reach in freezer | main freezer,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
19230,michelob ultra bottled,9,6e278674-b505-454d-abb0-215eb27781ab,Michelob - Ultra - Bottled,decided on downstream references (39 vs 5),8,Yes,Yes,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,7,1 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=24,$0.00
